f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,value
-0.5131648288233177,-0.5349256548829483,-0.17398680783382914,0.29676124614091903,-0.9570946948254493,-0.7247272677051486,-0.32201998413328536,0.6636662106545566,-0.9694549724202357,-0.6348545464933238,-0.04117022963134498,0.39495302484138994,-0.92916860347522,-0.8464793361690143,0.005327166106287917,0.5048903721529878,-0.9413990374370411,-0.8433539734792029,1.904226143643946,-0.16821081958735362,0.5247148512638322,0.6002806308768667,-0.8035065065799415,-0.12455247031849215,0.473191139398925,0.9307676817101331,-0.8668080578025128,-0.06417972798704263,1.1274102156454853,0.3042587361537845,-0.7095573015516357,-0.6391813888638426,1.1630793689616938,0.3682720691730834,-0.7155080876345004,-0.6207495763473996,37
-0.5597370511628277,-0.6257860044569037,-0.20227493085321857,0.19904488196323267,-0.9649216005884049,-0.7957739307089342,-0.2130336350273626,0.5529395066886558,-0.9797805861282963,-0.7506827203992167,-0.11586444067755186,0.4784359121513011,-0.9519308330867808,-0.8645251655936107,-0.1106134478907953,0.511224598902557,-0.9540345384553606,-0.8633731437713765,0.6865872391441343,-0.38370843449029635,0.21647774398673048,0.39588602619794466,-0.8517700893066844,-0.4528447448121813,0.5828461433024048,0.6698944626041166,-0.9124653775948611,-0.48767724903692355,0.3758101993396121,0.015122304597306568,-0.7331013762160303,-0.7762657972409628,0.19746443275855152,0.2543997771912576,-0.7426359525945532,-0.69719541884313,25
-0.6131398661121327,-0.5746609713085518,-0.3267426721385319,0.3140735409884341,-0.9620424200699843,-0.7168802046146523,-0.3446664982332174,0.45900338598264057,-0.9592967936053918,-0.7067992564108286,-0.2317166863818726,0.5476061489339834,-0.9410404950331563,-0.8214232614432313,-0.23570726825606936,0.39570225708582907,-0.9297774878898286,-0.8471390583295484,0.381865297915539,-0.2657848053950387,0.07765339796116533,0.33796496099296647,-0.8019266760930973,-0.3756011138535106,0.17759938974606637,0.5343559917398022,-0.8251955767567829,-0.3267785784046082,0.18217765276588893,0.29256433775163493,-0.7041048313854585,-0.6351102953555854,0.22294239941298888,0.038195009111333,-0.6579693076189057,-0.6935503220237716,37
-0.5233072239105887,-0.5687183582430533,-0.15135630941831757,0.38159593568311534,-0.9721624126016187,-0.733143647580228,-0.2880502129833874,0.6077535164345476,-0.9724068292611182,-0.6836155702533617,-0.022877769783294366,0.5298693972724591,-0.9496639959264725,-0.8493033049389299,0.06024640431543271,0.5978649419500048,-0.9563787447390045,-0.8500889230519589,0.8046045483494713,-0.1275723174086968,0.3035370796298813,0.584934452880361,-0.7801073318862404,-0.05454476209366432,0.19666982520754095,1.1249946255147765,-0.8790459629460035,0.17427632256682424,0.8140312257959332,0.20516533353928335,-0.679204910270029,-0.643682836816457,0.6688068158656411,0.2084394303589614,-0.6675095792156157,-0.6292448553842968,46
-0.5148207300620558,-0.4198921973159948,-0.2616799891939363,0.16850449563745307,-0.8912805806284226,-0.6208226395970002,-0.3630667909394122,0.7874620104996439,-0.9468023521428783,-0.4530943654791788,-0.03659711466933235,0.20845710105217496,-0.8741725528141067,-0.8140520534343554,0.014480372474478864,0.16993353976328462,-0.8722446646493454,-0.8267314250640827,1.404057547487771,-0.08932541127398408,0.4400084706380638,0.5187126100310488,-0.7273570121136251,-0.004683640171979753,0.4278988551779226,0.9545326037727526,-0.8072618871785371,0.1789470136762903,0.6688068158656408,0.10249368874157483,-0.5872906880847422,-0.5862990361962018,0.752884105825284,0.05881004900661635,-0.5957499070592197,-0.6139328248266046,43
-0.5860244833277957,-0.5475665469914512,-0.31118420447786777,0.3666816488269442,-0.9590808722869085,-0.6777001448388111,-0.27672695593342134,0.531682014352787,-0.964199394206347,-0.6935975550713264,-0.16159559029767845,0.5019621328412407,-0.933269537178381,-0.8220535204167525,-0.1624816173105431,0.5212865904197643,-0.9339324760620142,-0.8208261402180566,0.3456483458842714,-0.21383288641691545,0.20236001388243574,0.5186363243373675,-0.8346113729924979,-0.2781855709502258,0.13945851882311677,0.5137442125136471,-0.8043954521238583,-0.2897033452654475,0.1974644327585513,0.08412709231638926,-0.6438845977858395,-0.6600156779271883,0.18217765276588915,0.042919220124358004,-0.6155258656157641,-0.6485589049513115,42
-0.8546944593130584,-0.7987016014567198,-0.7298484251648311,-0.10783747199055815,-0.9626676930257244,-0.8962786397806513,-0.7692886376069425,-0.01291523045952192,-0.9548305052165821,-0.8797915199767019,-0.7073206424311895,0.04738960637754941,-0.9456732563413027,-0.9465542178836142,-0.717776136980784,0.06508716591594488,-0.9447384193536177,-0.9458298417234287,-0.4099122051128604,-0.6828827998486867,-0.42352602074129786,0.16894165482423906,-0.9295385462826107,-0.8056102544513729,-0.5637637888187648,0.5184133732342133,-0.9641968498757402,-0.6829219037379131,-0.3350250703191874,0.14629204678160113,-0.8991333146002299,-0.9114297306941495,-0.3324772736537436,0.20510808941544645,-0.9078828626275717,-0.9044558594133787,77
-0.5359334708559671,-0.5691362593213125,-0.26309439534490575,0.27276408369650595,-0.9519365359423628,-0.7146489945460281,-0.3574051624144292,0.2417680479551645,-0.9252723205825476,-0.7239125390261651,-0.11434006902354765,0.3830469151289726,-0.9272377940443459,-0.8451712907692218,-0.10451131031200145,0.48675723921902714,-0.93645576786954,-0.8367749828066806,0.3487704969214498,-0.3228557577828707,0.15530091353478648,0.7673067837862388,-0.9092453919508006,-0.24459773745440827,0.2300430872651218,0.7934564876917185,-0.9057603773872639,-0.32263316944147924,0.4828176592882487,0.2575574885417071,-0.7714688812316783,-0.73029590711666,0.5312257959316797,0.4689533233628005,-0.8082480242552058,-0.6962310123176918,49
-0.6112769772185522,-0.4891123305529642,-0.2913825183642952,0.2932451846546176,-0.9313191618717813,-0.6395743524848941,-0.3064505056895821,0.6654555741327848,-0.953421908390135,-0.5728686435625266,-0.1692174485676996,0.46687422319747474,-0.9028550373366966,-0.7783164509321169,-0.1640071517052416,0.4453809144208083,-0.9021647622872323,-0.7877853860186762,0.4261998426434699,-0.1285932211007833,0.30824298966464614,0.22526330077232815,-0.6803502513639392,-0.23092184705568686,0.27295156705344015,0.6736158703451256,-0.7722381080848137,-0.03735333286673492,0.31975867269985025,0.08299137426759895,-0.5064577405202111,-0.5120031402806036,0.3044718927071881,-0.11379062824865349,-0.45414612746577543,-0.5573603858970044,65
-0.547524779527134,-0.46446743875996477,-0.20227493085321857,0.4559531704894302,-0.9462077887404117,-0.5911952058495016,-0.16774060682749858,0.6347718330909589,-0.9483338680056068,-0.5934896971681896,-0.03049962805331552,0.6025626263645321,-0.9181818263263375,-0.7673886679256742,-0.03891333133996744,0.44571312409234487,-0.9032817367572368,-0.7924311817691183,0.4405617374144897,-0.09342470335538222,0.3223607197689409,0.5054998808722995,-0.7395084789502102,-0.04306659176376848,0.19428602077485668,0.5591224483839614,-0.6921907248188952,0.04491953688699479,0.480269862622805,0.015292591356273144,-0.5313063047587633,-0.5690987468225449,0.4522440993029242,-0.2979502566037848,-0.4528546147930598,-0.6360584127644857,23
-0.6220403352703501,-0.5535434664509777,-0.3465443582521045,0.2823345817926157,-0.9480938951799845,-0.6888892511235816,-0.3248507983957769,0.5832103450941919,-0.9660279853472965,-0.6662854710398618,-0.23019231472786839,0.507593395925299,-0.928335926571974,-0.8090566034351953,-0.20672211475679858,0.46073926805352694,-0.9251917257306849,-0.8214380138936749,0.3874851697824597,-0.2506877783513315,0.2611838893169971,0.43009830090977497,-0.8171915577928835,-0.3298270822135806,0.17521558531338188,0.5888662888504601,-0.8185613591790102,-0.25211616441272633,0.3146630793689629,0.12023916107755306,-0.6441849437841976,-0.6431832826934509,0.37581019933961257,0.07153335491307788,-0.6473236618156716,-0.6666212343602529,69
-0.8366865333417812,-0.7677251234869518,-0.6704433668241133,-0.027245667645936167,-0.9637674462418642,-0.8656985077397112,-0.6956874667821635,0.05669063974252353,-0.9581795110567437,-0.8615817188519295,-0.6204314581529489,0.19115018438956266,-0.9536963502155325,-0.9256288185587055,-0.6369228140617654,0.19744525284060832,-0.9511274200979163,-0.9241323721099839,-0.3774418343262068,-0.6251115792075872,-0.42352602074129786,0.2522959369441915,-0.9105670622431752,-0.6946349855952252,-0.44457356718454755,0.4648785545326437,-0.9380077557453181,-0.6546818366006679,-0.30699930699930644,0.11688869260804946,-0.8550024152093874,-0.874590710507665,-0.29171252700664396,0.15400326679861842,-0.8648975932175876,-0.8725518591698851,48
-0.5158556683362672,-0.3908989414967108,-0.10750971873826398,0.46963279212275477,-0.9305893052506462,-0.5424833297694742,-0.3616513838081664,0.014313512731690015,-0.8071822823185784,-0.6158030846531408,-0.09604760917549693,0.16622911771348803,-0.8423894142583843,-0.7831535360862603,-0.09993470712790609,0.15973596564794335,-0.8227988640886102,-0.7643129995154582,0.5985425798957082,-0.18153244495722776,0.32000776475155845,0.19718287201320028,-0.6942233217829555,-0.29126188305561407,0.16329656314996033,1.1172424526589397,-0.86648080824102,0.22513975106015272,0.4446007093065929,-0.052690075126175406,-0.5687070681979309,-0.6383836298905379,0.42931392931393075,0.07490815647275229,-0.5821856711850845,-0.5956902328418924,25
-0.6046533722635997,-0.6110974012723904,-0.33522910904434877,0.19689198991643364,-0.9547237051376346,-0.757898262095219,-0.3588205695456749,0.3938155823649543,-0.9589361263445919,-0.7374914836915953,-0.2622041194619571,0.33104488435478263,-0.9293792031275814,-0.8597302078892968,-0.22045192430908478,0.4197982440534562,-0.9391726111667031,-0.8570495477547482,0.15332384199409255,-0.3881289432210947,0.02118247754398639,0.6106894756970942,-0.9075483670009141,-0.38971097211158556,0.09416623460211415,0.6036278171222558,-0.8842551066695097,-0.42075967911004786,0.1566996861114518,0.4570855846800377,-0.8157021589182745,-0.7061379205603353,0.08536137947902755,0.3181369556754243,-0.7850941413045719,-0.721760555733436,38
-0.6448089773029995,-0.585057634580145,-0.3423011397991962,0.31316862215451025,-0.9620621708332429,-0.7156676048894152,-0.3390048697082344,0.5127746698093545,-0.9651120502097869,-0.6992082577354578,-0.2484847745759191,0.569248609799943,-0.942695563664357,-0.8177075381849958,-0.24028387144016472,0.5020354314171109,-0.9382398481359887,-0.8320829159812414,0.19203851485510248,-0.2459355776156572,0.2000070588650531,0.473889182803642,-0.8220214070782969,-0.2914718239487104,0.14899373655385406,0.5954677321472148,-0.8166276391745105,-0.2371437457663078,0.1974644327585513,0.28658467950847255,-0.6625483000653576,-0.5881072200562144,0.3019240960417444,-0.09818810925356292,-0.5990923878425793,-0.6899383699683059,80
-0.6245241871284574,-0.5456183537522915,-0.3437155459501656,0.3238727044885059,-0.9556672543459093,-0.6879657504485988,-0.39703656208931015,0.4925085141515051,-0.9546014884857561,-0.6656645650696853,-0.2606797478079529,0.463229146162913,-0.9271794753679599,-0.8191798599772828,-0.24638600901895857,0.38231799294504976,-0.9180710907024682,-0.8312955936600142,0.23075318771611264,-0.2480136065481935,0.08706521803069522,0.4632794998389784,-0.8205750959465595,-0.289084077898502,0.16806417201532886,0.47483140632737086,-0.8197697108086245,-0.370765667570481,0.0522400228282589,0.30149222156951017,-0.6709230503282031,-0.590254817871795,0.13631731278790205,-0.1741433482186011,-0.5772710597483228,-0.70562762184065,48
-0.6419111501352077,-0.5414935275982699,-0.38190451202634135,0.3819170670942309,-0.9553700136614813,-0.6450399692604853,-0.3290970197895141,0.5006156389307372,-0.958372646742492,-0.683392119291651,-0.2484847745759191,0.5855757028773678,-0.9340447946191667,-0.7953228327276619,-0.24943707780835556,0.4071539443975769,-0.9162877776315405,-0.820977013561716,0.07527006606463682,-0.2032605479219508,-0.028229577821045182,0.5392779054793093,-0.8108292809473107,-0.15799533471994942,-0.005953551570628268,0.3366283153814664,-0.7493497382559777,-0.3313418423310872,0.1006481594716897,0.20038616280200072,-0.631134276355491,-0.5932536700711886,0.03185764950470937,-0.2831606278039277,-0.5031937405960634,-0.6910144430688485,57
-0.5669816190823072,-0.5971036161125407,-0.2956257368172036,0.10498602391924816,-0.936167099606862,-0.7606650014265082,-0.30928131995207364,0.3638307112828718,-0.9477062361115398,-0.723983364931955,-0.21037548322581356,0.26024178581768065,-0.9142469469549845,-0.8556936964522158,-0.2036710459674016,0.2729312346132269,-0.9163278709970636,-0.8593779274801266,0.26322355850276624,-0.28260218713514684,0.10353590315237238,0.6793227114610525,-0.880261167233334,-0.2295727603488955,-0.046478226926262134,0.910024987437652,-0.8949154392238656,-0.10526469356077028,0.46753087929558634,0.428798138768548,-0.787315043481486,-0.6836265916549584,0.5159390159390174,0.4360930240613661,-0.8004761417943458,-0.6984510303063614,35
-0.5566322363401938,-0.44750921419989786,-0.2673376137978142,0.38228700458626586,-0.9300407992573108,-0.5802125102925746,-0.3007888771645991,0.605076631983035,-0.9381338737751441,-0.5583266539088032,-0.19513176668577137,0.47276231522580514,-0.8854582576770785,-0.7458865617178202,-0.16858375488933697,0.4223174808211556,-0.8872688100639345,-0.7705572388634018,0.5542080351677774,-0.07730031473333554,0.3341254948558532,0.4198963403454312,-0.7384993207615161,-0.14439474187162593,0.2514973271592811,0.5231902517345739,-0.7074392730942765,-0.04210526223343081,0.37071460600872475,0.23708275142184854,-0.535526315020197,-0.4636744764395283,0.48026986262280524,-0.2377469319903831,-0.45641853470337046,-0.611957068690316,37
-0.8060523604251256,-0.8259442848006507,-0.6704433668241133,0.06341578250319291,-0.9895768242121212,-0.8995243481444759,-0.6985182810446551,-0.11615901525029826,-0.9579777800093282,-0.9277841789832489,-0.6463457762710206,0.14020065712151086,-0.9659513255364713,-0.9530666726514858,-0.6491270892193531,0.15343793032191355,-0.9653924228315801,-0.9531078885616789,-0.24880921159446379,-0.6491993976056021,-0.25646621450714346,0.5029354134884838,-0.9752356121489408,-0.7186754774983874,-0.21572834164685062,0.5210283363110069,-0.969413319637156,-0.7468717220644825,-0.07769760710937101,0.5724601509399556,-0.9482887105650998,-0.8603434428058869,-0.05731523378582104,0.5486536756299205,-0.947705197046416,-0.8661617455975101,68
-0.5233072239105887,-0.5284489255936303,-0.21924780466485216,0.2855710083810541,-0.9489003198362382,-0.7022355728781813,-0.23992637052103183,0.47224164881709507,-0.9511645515001194,-0.6850791930452562,-0.14787624541164046,0.430655418584456,-0.9169732390014067,-0.8140583424510037,-0.06637295044453984,0.4810816437897867,-0.9287091272661435,-0.8252468550950793,0.8014823973122931,-0.25076929523112457,0.3435373149253831,0.42486939393309386,-0.8343856099149864,-0.385823067025011,0.2562649360246496,0.5425987751381336,-0.8225051303159867,-0.3172036346990742,0.3936447759977184,0.13010983241405416,-0.659422566862516,-0.6548138347837718,0.3910969793322747,0.028097234178810826,-0.6480093694727171,-0.6850506441099597,27
-0.7116659898170519,-0.6565254271918448,-0.46676888108450953,0.3160276840018019,-0.9781817474838869,-0.7567557502057287,-0.45223744020789447,0.43855106827563684,-0.9768989456917806,-0.7662585669510729,-0.3887269667443074,0.5980209996136279,-0.9635369272369864,-0.8474937824410896,-0.38520963893651883,0.5367335798809783,-0.9594894780343748,-0.8589268223394908,-0.09457495035785912,-0.36676768507572544,-0.11293595844681359,0.5885083080663984,-0.8891070081216644,-0.3300474589323025,-0.0583972490896838,0.5098159999111522,-0.8679740413842731,-0.44807101576709074,-0.04967184378949008,0.39615881036538214,-0.773116875775376,-0.6720845939697038,-0.0012637071460590565,0.07448905563287278,-0.7150963856816321,-0.7410712481957419,69
-0.5479387548368185,-0.4902322294335584,-0.20227493085321857,0.3794978122561672,-0.9499783087282871,-0.652129202624969,-0.23001852060231165,0.728734162128351,-0.9653941935128272,-0.5943416140952971,-0.16159559029767845,0.5418567626375761,-0.9173715750112326,-0.7805793186618241,-0.1365475326006692,0.5740541843150218,-0.9220823934441874,-0.783237226254612,0.48739400297216307,-0.14619216903782906,0.32706662980370593,0.5021251442705463,-0.794521667717517,-0.19514959279274358,0.32777906900518006,0.6517427705556917,-0.8125657987813457,-0.18206511061889363,0.4038359626594932,0.07717020766030536,-0.6301107395532144,-0.6458781791907782,0.37071460600872497,0.03806063347734434,-0.6033773927902573,-0.6351838172615847,26
-0.7696225331728866,-0.718475264884602,-0.5770925608601283,0.1449442329177384,-0.9750687447676295,-0.8218319952163348,-0.5782086748887663,0.3211301294862301,-0.9779695150612053,-0.8093217942617881,-0.5350666455287126,0.3820559864542361,-0.9586628659570612,-0.8893448712766189,-0.5362375440116669,0.3942674223412639,-0.9586639474714064,-0.8896411596379775,-0.14140721591553262,-0.46468308229126387,-0.15293619374231537,0.2868225149460484,-0.8678443555723888,-0.5742969703813317,-0.18473888402195415,0.4945264246078216,-0.8884921940012264,-0.5083804124741536,-0.14903591374179537,0.20431727372915498,-0.7758442966174444,-0.7568526503946256,-0.14139252374546407,0.1820686856568987,-0.7725214274146444,-0.7613691965847105,80
-0.6710964094679674,-0.6381982735330898,-0.40877822889476123,0.2319405634719658,-0.9646387715525572,-0.7619635303193745,-0.3857133050393442,0.40840726346380296,-0.9686795684168453,-0.759176093102806,-0.3292764722381428,0.47753376391955626,-0.9479255278555054,-0.851132678952964,-0.3272393319379773,0.4293445362346213,-0.9444040075047037,-0.8611001371620033,0.14832840033460726,-0.37141232115507195,0.023535432561368808,0.4992048438119101,-0.8747113048013379,-0.39941366774376463,0.04172253708305873,0.5254203141516822,-0.8634194987283985,-0.42932062286937545,0.1465084994496768,0.27875591410318146,-0.7559164278640369,-0.7031156631994571,0.15669968611145202,0.1492956637037559,-0.7353006804364619,-0.7312092114543269,81
-0.6901392737134561,-0.6998884260961289,-0.40877822889476123,0.1294688882183308,-0.972657684786293,-0.8375848958576361,-0.42534470471422525,0.3954756279478713,-0.9822220301334995,-0.8105758742103357,-0.3262277289301343,0.43158579267311925,-0.9649328767075389,-0.8957880685679749,-0.3272393319379773,0.4651023229610576,-0.9663056347850935,-0.893562291950623,0.13334207535615183,-0.43696448947383626,0.04941793775257586,0.33423816474656,-0.8759768054036967,-0.5636927253353368,0.06079297254453331,0.732341696821112,-0.9320569408661487,-0.45982919879416084,0.248420366067426,0.10856711910616546,-0.7883755452748089,-0.8023946679887052,0.2076556194203265,0.20766112881397625,-0.8026943212897388,-0.7841486460964863,75
-0.6808248292455541,-0.6557791889576039,-0.4002917919889444,0.20712330360343523,-0.965722213857902,-0.7794247007815278,-0.4791301757015637,0.1204557227583758,-0.9362372764443243,-0.7996197048779101,-0.3536664187022103,0.24484672267771557,-0.9318951480605164,-0.8841166245852087,-0.35622448543724805,0.26597344988839255,-0.9340140662869272,-0.8857858364369466,0.13583979618589437,-0.4259929458177354,-0.011758892699367918,0.33916142719124087,-0.8496639224849645,-0.4879110821916166,0.0035816661601091315,0.7361858474471621,-0.9238297464799403,-0.41726000955631937,0.16943866943867048,0.1936584736767064,-0.7827835514113278,-0.7672877812951827,0.17708205943500177,0.17625240122072428,-0.7846373351420703,-0.7751207185590786,66
-0.589336285805272,-0.4902929036215967,-0.33805792134628776,0.5345706953007883,-0.9593492423967224,-0.5638985664360557,-0.16774060682749858,0.6511701623300652,-0.9689205384016125,-0.660998071304858,-0.1219619272935687,0.5853540207206003,-0.9325805806595697,-0.7975317093894162,-0.14875180775825692,0.6166504926155014,-0.9358949873297013,-0.7964773326561726,1.1205662333119082,-0.04176624316643751,0.5858916817157762,1.0031479863447035,-0.8560827173893788,0.18882335394033856,0.6090679920619326,0.5410210798819439,-0.7544224716076868,-0.1635284457912317,0.5465125759243419,0.4126635878572622,-0.6504962443175732,-0.5143843603403333,0.34523663935428783,0.24996236085585766,-0.5955866314917367,-0.5273299284631563,50
-0.7894933480377443,-0.619780832771774,-0.5785069670110977,0.4482530635006883,-0.9715429763320523,-0.6160387068497242,-0.5867011176762408,-0.8814996594756713,-0.6552646137091972,-0.8965554874646653,-0.5686028219168054,-0.7035578347008486,-0.7167639311621332,-0.9242595349072318,-0.569799300695033,-0.663879565040764,-0.7216216912503357,-0.9248256842332113,-0.16326227317578024,-0.57432299504766,-0.17646574391614,0.5193195936103037,-0.9568638004090826,-0.6360022834496912,-0.13944659980095153,0.5018871191213483,-0.9442477606462918,-0.6768144091757748,0.021666462842934164,0.5065479955808729,-0.9160177556567761,-0.8298481624480343,0.034405446170153065,0.5271090092770243,-0.9199558708170977,-0.8290519224432161,61
-0.5663606561177803,-0.6023449775457028,-0.22914864772163845,0.1389709281305762,-0.9504570846015936,-0.7828745981795885,-0.2738961416709299,0.5419704222783062,-0.9705273507445191,-0.7121554021804184,-0.08842575090547589,0.3778325113286132,-0.938175424991158,-0.8651578958643056,-0.1365475326006692,0.385306467297875,-0.9355709643052048,-0.8614410667772445,0.2538571053912315,-0.31836713307711306,0.15059500350002164,0.48415818142554534,-0.8853291577693443,-0.4581615673206444,-0.01310496486868129,0.9396354518851477,-0.9101245340503303,-0.1400829544014507,0.46753087929558634,0.16481185182247904,-0.7852330071412836,-0.7789009652695196,0.3426888426888439,0.2607170602265334,-0.7857202967953871,-0.7454817601396027,32
-0.4804607793582395,-0.499405918017806,-0.179644432437707,0.32623076458407807,-0.9592261351034591,-0.715100378157971,-0.23426474199604885,0.6645324585681618,-0.9550890706125804,-0.5912333332291378,0.062487042840942086,0.4106360680577168,-0.9319374570022879,-0.8486690249644213,0.11211457373518052,0.5654592909252327,-0.9460321357663741,-0.8384615959174095,0.5485881633008565,-0.19151963710484776,0.36236095506444266,0.4458919592990189,-0.826848687376042,-0.3457001297778348,0.13230710552506375,1.0499666221269428,-0.8748680084651341,0.10896824033802788,0.38090579267049973,0.10210871602457017,-0.6731905119417679,-0.6815015734191014,0.32230646936529417,0.1798660013965574,-0.6706734872756297,-0.6461479936736663,34
-0.5961668784150668,-0.5752158676818405,-0.32815707828950147,0.2060665718099739,-0.9404379336821554,-0.7138186071615219,-0.29512724863961615,0.325877868915206,-0.9413929636583215,-0.7268335763227315,-0.18903428006975442,0.2639649347897386,-0.9130974736150684,-0.853249345720508,-0.22502852749318014,0.24202824609463058,-0.9067673384308922,-0.8534746309855721,0.11960461079256768,-0.2949529862907496,0.10824181318713744,0.5989677464919356,-0.8768816677828382,-0.3093072851959636,-0.10130572887800204,1.0618855350488152,-0.9342584381375697,-0.0796361120179937,0.37835799600505604,0.49883198902371806,-0.8121921291465674,-0.6878967554708649,0.3630712160123939,0.4856642806977385,-0.8158119287036883,-0.697744544618824,45
